  Nickel 58 
  28.  58. 449.80  82
  14.743  0.125E+02  0.258E+00  16.073  0.609E+01  0.122E+00
  17.399  0.310E+01  0.620E-01  18.723  0.136E+01  0.273E-01
  20.044  0.587E+00  0.117E-01  21.361  0.246E+00  0.492E-02
  22.674  0.986E-01  0.197E-02  23.983  0.391E-01  0.782E-03
  25.288  0.202E-01  0.405E-03  26.588  0.144E-01  0.302E-03
  27.884  0.131E-01  0.282E-03  29.174  0.124E-01  0.278E-03
  30.459  0.113E-01  0.228E-03  31.738  0.918E-02  0.184E-03
  33.012  0.722E-02  0.144E-03  34.279  0.527E-02  0.105E-03
  35.539  0.347E-02  0.695E-04  36.793  0.226E-02  0.452E-04
  37.117  0.199E-02  0.597E-04  38.039  0.133E-02  0.267E-04
  39.278  0.760E-03  0.152E-04  40.510  0.395E-03  0.791E-05
  41.733  0.201E-03  0.401E-05  42.834  0.110E-03  0.330E-05
  42.948  0.823E-04  0.167E-05  44.154  0.374E-04  0.130E-05
  44.963  0.254E-04  0.759E-06  45.351  0.193E-04  0.133E-05
  46.538  0.168E-04  0.156E-05  47.715  0.221E-04  0.197E-05
  47.971  0.195E-04  0.582E-06  48.883  0.241E-04  0.173E-05
  49.870  0.251E-04  0.753E-06  49.920  0.249E-04  0.753E-06
  49.950  0.249E-04  0.753E-06  49.980  0.241E-04  0.753E-06
  50.000  0.246E-04  0.753E-06  50.020  0.253E-04  0.753E-06
  50.040  0.256E-04  0.154E-05  50.120  0.242E-04  0.753E-06
  51.185  0.231E-04  0.146E-05  51.969  0.231E-04  0.753E-06
  52.149  0.238E-04  0.753E-06  52.320  0.232E-04  0.128E-05
  53.442  0.178E-04  0.117E-05  53.918  0.192E-04  0.577E-06
  53.968  0.182E-04  0.544E-06  54.118  0.190E-04  0.577E-06
  54.553  0.162E-04  0.101E-05  55.967  0.129E-04  0.390E-06
  56.736  0.104E-04  0.489E-06  58.166  0.786E-05  0.237E-06
  58.865  0.563E-05  0.367E-06  59.965  0.425E-05  0.128E-06
  60.937  0.316E-05  0.178E-06  62.004  0.197E-05  0.596E-07
  62.948  0.143E-05  0.197E-06  63.973  0.856E-06  0.299E-07
  64.894  0.516E-06  0.538E-07  66.013  0.274E-06  0.110E-07
  66.772  0.201E-06  0.349E-07  66.972  0.142E-06  0.645E-08
  67.002  0.170E-06  0.135E-07  67.972  0.691E-07  0.449E-08
  68.577  0.650E-07  0.211E-07  69.971  0.387E-07  0.290E-08
  70.305  0.499E-07  0.212E-07  70.770  0.419E-07  0.272E-08
  71.952  0.364E-07  0.119E-07  72.070  0.321E-07  0.321E-08
  72.969  0.369E-07  0.277E-08  76.018  0.429E-07  0.343E-08
  78.617  0.277E-07  0.222E-08  80.696  0.217E-07  0.196E-08
  82.925  0.113E-07  0.136E-08  85.974  0.318E-08  0.474E-09
  89.702  0.990E-09  0.203E-09  91.971  0.117E-09  0.698E-10
  96.879  0.190E-09  0.614E-10 100.777  0.302E-09  0.108E-09
 104.485  0.362E-09  0.105E-09 113.789  0.909E-10  0.455E-10
